company,year,sentMails,receivedMails,RelationshipQuotient
overlandpartners.com,2000,18,11,17.25
nui.com,2000,16,12,17
marval.com.ar,2000,28,4,17
mail.law.utexas.edu,2000,16,12,17
mcimail.com,2001,25,6,17
cpchem.com,2001,22,8,17
rcn.com,2001,1,22,17
smtp.quote.com,2001,2,21,16.75
nu.com,2001,29,3,16.75
bracepatt.com,1999,32,1,16.75
db.com,2001,20,9,16.75
attbi.com,2002,14,13,16.75
kvaerner.com,2001,11,15,16.75
cwt.com,2002,23,7,16.75
ls.eei.org,2000,2,21,16.75
southwestern.edu,2001,24,6,16.5
central.uh.edu,2001,18,10,16.5
ssmb.com,2000,21,8,16.5
utmb.edu,2001,21,8,16.5
usa.dupont.com,2001,27,4,16.5
mail.gsi-net.com,2000,24,6,16.5
painehamblen.com,2001,6,18,16.5
carrfut.com,2000,15,12,16.5
napanet.net,2001,10,15,16.25
reuters.com,2000,10,15,16.25
enews.buy.com,2002,1,21,16.25
deloitte.com,2000,22,7,16.25
bellsouth.net,2002,1,21,16.25
aspentech.com,2001,13,13,16.25
sdge.com,2001,28,3,16.25
wrightlaw.com,2000,20,8,16
sablaw.com,2000,23,6,16
bakernet.com,2000,11,14,16
gte.net,2000,14,12,16
epelectric.com,2002,20,8,16
timberline.com,2000,5,18,16
caminus.com,2001,17,10,16
mofo.com,2000,5,18,16
webtv.net,2001,11,14,16
powersrc.com,2001,17,10,16
mariner-energy.com,2000,26,4,16
eweb.eugene.or.us,2001,20,8,16
rff.org,2000,18,9,15.75
tva.gov,2000,27,3,15.75
ev.state.az.us,2001,18,9,15.75
lplpi.com,2000,9,15,15.75
palm.net,2000,27,3,15.75
skadden.com,2000,9,15,15.75
marekbros.com,2001,24,5,15.75
dawray.com,2000,4,18,15.5
bea.com,2001,10,14,15.5
cfr.org,2001,4,18,15.5
pppc.org,2001,1,20,15.5
uts.cc.utexas.edu,2001,13,12,15.5
piperrudnick.com,2001,16,10,15.5
msl.redstone.army.mil,2002,16,10,15.5
tradespark.com,2001,4,18,15.5
thecreek.coldwatercreek.com,2001,1,20,15.5
entergykoch.com,2002,25,4,15.5
pennfuture.org,2001,1,20,15.5
ssmb.com,2002,20,7,15.25
jmbm.com,2001,26,3,15.25
cadvision.com,2001,8,15,15.25
austinenergy.com,2001,17,9,15.25
fpl.com,2001,14,11,15.25
skippingstone.com,2001,3,18,15
powerex.com,2001,27,2,15
scudderpublishing.com,2001,9,14,15
othon.com,2001,21,6,15
winstead.com,2001,3,18,15
wessexwater.co.uk,2001,9,14,15
tnrcc.state.tx.us,2001,6,16,15
tqcap.com,2000,12,12,15
cl.uh.edu,2001,15,10,15
springisd.org,2001,9,14,15
iastate.edu,2000,12,12,15
aga.org,2001,1,19,14.75
energyadvocates.com,2001,25,3,14.75
oneok.com,2001,7,15,14.75
thestreet.com,2001,1,19,14.75
pipeline.com,2001,22,5,14.75
lilly.com,2001,22,5,14.75
informationforecast.com,2000,16,9,14.75
co.washington.or.us,2001,25,3,14.75
adaytum.com,2001,7,15,14.75
mediaone.net,2001,4,17,14.75
apollogrp.edu,2001,16,9,14.75
iconus.com,2001,10,13,14.75
wessexwater.co.uk,2000,16,9,14.75
southside-place.org,2001,25,3,14.75
ourclub.com,2000,7,15,14.75
clyde.co.uk,2000,22,5,14.75
independent.org,2001,4,17,14.75
tjmhou.com,2001,4,17,14.75
questar.com,2001,14,10,14.5
questar.com,2002,11,12,14.5
saberpartners.com,2001,14,10,14.5
guarantygroup.com,2001,14,10,14.5
sempratrading.com,2000,20,6,14.5
ubsw.com,2001,8,14,14.5
newman.oscar.aol.com,2001,2,18,14.5
insync.net,2000,11,12,14.5
gsi-net.com,2000,26,2,14.5
swlegal.org,2001,8,14,14.5
littler.com,2001,14,10,14.5
kpcb.com,2001,27,1,14.25
oatiinc.com,2002,6,15,14.25
houstonstreet.com,2001,6,15,14.25
beaconelectric.com,2002,15,9,14.25
lycos.com,2000,12,11,14.25
keyspanenergy.com,2000,6,15,14.25
rice.edu,2002,3,17,14.25
iconconsultants.com,2002,6,15,14.25
nyiso.com,2000,12,11,14.25
mallia.com,2002,9,13,14.25
anpower.com,2000,3,17,14.25
fea.com,2001,7,14,14
huber.com,2001,19,6,14
ghc.org,2000,10,12,14
marketpointinc.com,2001,13,10,14
br-inc.com,2001,10,12,14
ivita.com,2001,22,4,14
tdcibg.com,2000,10,12,14
nwpp.org,2001,25,2,14
bmc.com,2000,22,4,14
eslawfirm.com,2000,16,8,14
pop.pdq.net,2000,10,12,14
kwi.com,2001,19,6,14
scottpaul.com,2000,4,16,14
brentonbank.com,2000,10,12,14
verner.com,2001,25,2,14
tvapdx.com,2000,19,6,14
ci.boston.ma.us,2001,1,18,14
monm.edu,2001,5,15,13.75
natsourcetulletteurope.com,2001,11,11,13.75
mrportland.com,2001,14,9,13.75
swbanktx.com,2001,8,13,13.75
mpisd.net,2001,5,15,13.75
grenergy.com,2001,11,11,13.75
kis.ernet.in,2002,8,13,13.75
evomarkets.com,2001,6,14,13.5
instinet.com,2000,12,10,13.5
triumphboats.com,2001,12,10,13.5
stern.nyu.edu,2000,9,12,13.5
email.msn.com,1999,18,6,13.5
a-closer-look.com,2000,12,10,13.5
texaco.com,2001,15,8,13.5
pgwlaw.com,2001,12,10,13.5
nrdc.org,2000,12,10,13.5
peco-energy.com,2000,9,12,13.5
lcra.org,2000,15,8,13.5
neosoft.com,2000,6,14,13.5
stdauto.com,2002,12,10,13.5
gassupplyconsulting.com,2000,18,6,13.5
edisonmission.com,2000,18,6,13.5
ou.edu,2001,18,6,13.5
psiusa.com,2001,4,15,13.25
finance.lsu.edu,2000,13,9,13.25
chelanpud.org,2001,25,1,13.25
cogc.com,2001,19,5,13.25
beggslane.com,2001,10,11,13.25
cottonrestorationinc.com,2001,10,11,13.25
bcm.tmc.edu,2001,16,7,13.25
emsiweb.com,2001,1,17,13.25
eprime.com,2000,22,3,13.25
pge.com,1999,4,15,13.25
zeusdevelopment.com,2001,4,15,13.25
estutenws11.energy.williams.com,2001,7,13,13.25
jpmorgan.com,2000,16,7,13.25
gateway.net,2000,17,6,13
n2h2.com,2001,8,12,13
redsky.com,2000,14,8,13
exult.net,2000,8,12,13
tradefairgroup.com,2001,8,12,13
bus.orst.edu,2001,8,12,13
wcom.com,2000,17,6,13
nicor.com,2002,8,12,13
madeleinetodd.com,2001,2,16,13
mdck.com,2001,5,14,13
nrdc.org,2001,5,14,13
gsi-net.com,2001,24,1,12.75
poseidon1.com,2000,3,15,12.75
marketpointinc.com,2000,9,11,12.75
stewart.com,2000,21,3,12.75
worldaccessnet.com,2001,3,15,12.75
crescentcom.com,2001,21,3,12.75
ngfc.com,2001,9,11,12.75
serv.net,2001,3,15,12.75
ourclub.com,2002,9,11,12.75
petronas.com.my,2001,21,3,12.75
us.pwcglobal.com,2002,9,11,12.75
hbs.edu,2000,21,3,12.75
subutil.com,2001,3,15,12.75
gte.net,2001,6,13,12.75
austin-mccomb.com,2002,9,11,12.75
us.abb.com,2002,3,15,12.75
pct-inc.com,2002,6,13,12.75
iroquois.com,2002,6,13,12.75
excite.com,2002,1,16,12.5
mail.bokf.com,2000,22,2,12.5
cantor.com,2001,10,10,12.5
nrgenergy.com,2000,16,6,12.5
lplpi.com,2001,1,16,12.5
ci.pasadena.ca.us,2000,16,6,12.5
mwe.com,2000,10,10,12.5
chbh.com,2000,16,6,12.5
intel.com,2000,22,2,12.5
nypa.gov,2000,16,6,12.5
chase.com,2002,4,14,12.5
netscape.net,2002,1,16,12.5
cliffordchance.com,2001,7,12,12.5
sempratrading.com,2001,13,8,12.5
layfam.com,2000,16,6,12.5
hess.com,2000,16,6,12.5
sierratradingpost.com,2001,2,15,12.25
poloralphlauren.com,2001,11,9,12.25
pnm.com,2000,11,9,12.25
hitt-gc.com,2000,11,9,12.25
ttu.edu,2001,2,15,12.25
dartmouth.edu,2001,8,11,12.25
airliquide.com,2001,23,1,12.25
degeurinrealty.com,2001,8,11,12.25
nwdiagnostic.com,2002,8,11,12.25
jsc.nasa.gov,2001,18,4,12
mri.co.jp,2000,15,6,12
constellation.com,2001,15,6,12
wyden.senate.gov,2001,12,8,12
fais.net,2000,21,2,12
statefarm.com,2001,6,12,12
kidventurecamp.com,2001,9,10,12
techforall.org,2000,6,12,12
cinergy.com,2002,18,4,12
tozzini.com.br,1999,12,8,12
cox-internet.com,2002,6,12,12
apx.com,2001,4,13,11.75
nerc.net,2001,1,15,11.75
rcnchicago.com,2001,13,7,11.75
nissan-usa.com,2001,4,13,11.75
clearchannel.com,2001,4,13,11.75
gsb.stanford.edu,2000,19,3,11.75
nimbusprojects.com,2002,10,9,11.75
tavana.net,2000,7,11,11.75
bayou.uh.edu,2000,10,9,11.75
ssd.com,2001,19,3,11.75
andrew.cmu.edu,2001,4,13,11.75
reliantenergy.com,2002,2,14,11.5
izio.com,2000,2,14,11.5
mba02.bus.utexas.edu,2001,11,8,11.5
cambira.com,2000,8,10,11.5
entergykoch.com,2001,11,8,11.5
swidlaw.com,2000,20,2,11.5
copn.com,2001,5,12,11.5
tractebelusa.com,2001,8,10,11.5
deloitte.ca,2002,20,2,11.5
ch2m.com,2001,17,4,11.5
ey.com,2000,5,12,11.5
huber.com,2000,20,2,11.5
tconl.com,2000,14,6,11.5
isye.gatech.edu,2001,11,8,11.5
transcanada.com,2001,6,11,11.25
gumps.com,2002,6,11,11.25
technologicp.com,2001,3,13,11.25
selectenergy.com,2001,6,11,11.25
sprintmail.com,2000,18,3,11.25
riskcare.com,2000,4,12,11
pcez.com,2001,4,12,11
cypressasset.com,2000,4,12,11
tgs.com.ar,2000,16,4,11
hammondshomes.com,2001,7,10,11
cilco.com,2001,10,8,11
hou.projectconsulting.com,2001,10,8,11
ci.portland.or.us,2000,4,12,11
teai.com,2001,13,6,11
iirltd.co.uk,2001,16,4,11
cinternet.net,2001,1,14,11
carmelnet.com,2001,4,12,11
aimfunds.com,2001,13,6,11
prescottlegal.com,2000,10,8,11
tristategt.org,2000,16,4,11
houston.deepwater.com,2001,16,4,11
gmssr.com,1999,4,12,11
eadslink.com,2001,1,14,11
whwg.com,2000,5,11,10.75
cyrus.andrew.cmu.edu,2001,8,9,10.75
my2way.com,2001,8,9,10.75
petro-canada.ca,2001,11,7,10.75
weil.com,2002,8,9,10.75
fbcc.com,2001,5,11,10.75
garpmail.com,2000,8,9,10.75
intcx.com,2002,2,13,10.75
aerotek.com,2000,8,9,10.75
fluor.com,2000,8,9,10.75
ubsw.com,2000,11,7,10.75
wcnet.net,2001,11,7,10.75
visa.com,2000,8,9,10.75
hines.com,2001,17,3,10.75
nisource.com,2002,2,13,10.75
lecg.com,2000,12,6,10.5
haysmcconn.com,2000,12,6,10.5
greenmountain.com,2001,15,4,10.5
houstonstreet.com,2000,12,6,10.5
aelaw.com,2001,12,6,10.5
utilicorp.com,2002,9,8,10.5
seiworldwide.com,2000,12,6,10.5
dca.co.harris.tx.us,1999,18,2,10.5
credit2b.com,2000,12,6,10.5
worldnet.att.net,2002,6,10,10.5
richardsonandoleary.com,2001,3,12,10.5
pop.uh.edu,2000,12,6,10.5
astraoil.com,2001,18,2,10.5
gosfgiants.com,2001,3,12,10.5
ev1.net,2002,6,10,10.5
phs.com,2000,3,12,10.5
ecoutlook.com,2001,18,2,10.5
shasta.phys.uh.edu,2000,12,6,10.5
eei.org,1999,18,2,10.5
ci.long-beach.ca.us,2001,9,8,10.5
novocorp.com,2000,6,10,10.5
transcanada.com,2000,12,6,10.5
ci.mesa.az.us,2001,10,7,10.25
fuse.net,2000,7,9,10.25
pinnaclewest.com,2001,10,7,10.25
perrygas.com,2000,16,3,10.25
emc.com,2000,16,3,10.25
ppco.com,2001,16,3,10.25
firstcallassociates.com,2001,7,9,10.25
ckbenergy.com,2001,1,13,10.25
nmenergy.com,2001,1,13,10.25
bcjlaw.com,2000,16,3,10.25
sempra.com,2002,7,9,10.25
mediaone.net,2002,1,13,10.25
stoel.com,2000,14,4,10
mcguirewoods.com,2001,11,6,10
dell.com,2002,2,12,10
mail.lbjs.com,2001,8,8,10
periwinklefoundation.org,2002,5,10,10
cleonline.com,2001,2,12,10
swpc.siemens.com,2001,11,6,10
caes.net,2000,11,6,10
email.moore.com,2001,5,10,10
hollandlessard.com,2000,11,6,10
charter.net,2002,2,12,10
samsung.co.kr,2001,11,6,10
gulf.ca,2001,8,8,10
tklaw.com,2000,14,4,10
mazur.im.pwr.wroc.pl,2001,11,6,10
dewittec.net,2001,8,8,10
oceanenergy.com,2001,11,6,10
sdchamber.org,2000,8,8,10
njresources.com,2001,17,2,10
bek.com,2001,8,8,10
et.pge.com,2000,8,8,10
shaw.ca,2001,14,4,10
ey.com,2001,8,8,10
gmacrfc.com,2001,11,6,10
gmpvt.com,2001,3,11,9.75
basf-corp.com,2002,18,1,9.75
tdusa.com,2000,12,5,9.75
vcn.com,2001,15,3,9.75
dlj.com,2000,9,7,9.75
ripcity.com,2001,6,9,9.75
sbcglobal.net,2002,6,9,9.75
iasco.com,2001,3,11,9.75
isda-eur.org,2001,3,11,9.75
pseg.com,2001,9,7,9.75
eogresources.com,2000,15,3,9.75
concureworkplace.com,2001,9,7,9.75
wiz.ixgate,2001,6,9,9.75
steelhector.com,2000,7,8,9.5
edfman.com,2000,4,10,9.5
allenco.com,2001,10,6,9.5
cleanpower.org,2000,4,10,9.5
i2.com,2001,13,4,9.5
rwbeck.com,2001,7,8,9.5
hq.doe.gov,2000,10,6,9.5
davis.ca,2000,10,6,9.5
ezeeweb.com,2001,4,10,9.5
columbiaenergygroup.com,2001,16,2,9.5
rbcinvestments.com,2001,13,4,9.5
shearman.com,2000,10,6,9.5
cysive.com,2000,10,6,9.5
shelton.org,2000,10,6,9.5
aei.org,2000,14,3,9.25
gas.pemex.com,2001,11,5,9.25
advent.com,2001,14,3,9.25
allegrodevelopment.com,2002,8,7,9.25
eurelectric.org,2001,11,5,9.25
transalta.com,2001,8,7,9.25
newenergy.com,2001,14,3,9.25
puget.com,2002,2,11,9.25
opt4.com,2001,8,7,9.25
rweamericas.com,2002,11,5,9.25
microsoft.com,2001,2,11,9.25
nypa.gov,2001,2,11,9.25
lycos.com,2001,5,9,9.25
roseville.ca.us,2001,8,7,9.25
verizon.net,2002,5,9,9.25
gateway.net,2001,11,5,9.25
interwoven.com,2000,5,9,9.25
censtrat.com,2000,5,9,9.25
hansonamerica.com,2002,2,11,9.25
dsmo.com,2001,14,3,9.25
zia.stanford.edu,2000,9,6,9
cliverunnells.com,2000,6,8,9
brentbroker.com,2000,6,8,9
llgm.com,1999,12,4,9
juno.com,1999,9,6,9
chematch.com,2001,3,10,9
oneok.com,2000,6,8,9
cook-inlet.com,2001,9,6,9
crai.com,2001,9,6,9
kekst.com,2001,3,10,9
dom.com,2002,9,6,9
royallepage2.com,2000,9,6,9
tesoropetroleum.com,2001,3,10,9
sunsail.com,2001,6,8,9
cox-internet.com,2001,3,10,9
kornferry.com,2000,12,4,9
hiresynergy.com,2001,7,7,8.75
neg.pge.com,2002,13,3,8.75
knowledgeinenergy.com,2001,1,11,8.75
powerpool.ab.ca,2002,1,11,8.75
ucarb.com,2001,13,3,8.75
economist.com,2001,4,9,8.75
home.com,2002,1,11,8.75
msspc.com,2000,4,9,8.75
lvha.com.mx,2000,7,7,8.75
mallia.com,2000,13,3,8.75
msb.edu,2000,4,9,8.75
robertwalters.com,2002,4,9,8.75
phibro.com,2001,7,7,8.75
esaibos.com,2001,10,5,8.75
ei.com,2000,13,3,8.75
williamweston.co.uk,2000,4,9,8.75
attglobal.net,2000,4,9,8.75
winston.com,2000,13,3,8.75
snowyhydro.com.au,2000,13,3,8.75
netscape.net,2001,7,7,8.75
mail2.padi.com,2001,1,11,8.75
womans.com,2001,7,7,8.75
ibjbank.co.jp,2000,11,4,8.5
nextel.com,2001,8,6,8.5
rsd.edu,2001,11,4,8.5
mdbe.com,2000,11,4,8.5
ong.com,2001,5,8,8.5
exeloncorp.com,2000,8,6,8.5
monm.edu,2000,8,6,8.5
ngx.com,2001,2,10,8.5
calpine.com,2002,2,10,8.5
navair.navy.mil,2001,5,8,8.5
mclarty.com,2001,2,10,8.5
westerngas.com,2002,5,8,8.5
cdnam.com,2002,5,8,8.5
kmz.com,2000,8,6,8.5
email.msn.com,2002,5,8,8.5
orrick.com,2000,8,6,8.5
marathonoil.com,2000,8,6,8.5
winstim.com,2000,2,10,8.5
travelpark.com,1999,11,4,8.5
bakernet.com,2001,5,8,8.5
hydro.qc.ca,2000,14,2,8.5
wnt.com.pl,2001,8,6,8.5
paperloop.com,2001,2,10,8.5
cfbf.com,2000,14,2,8.5
bu.edu,2001,8,6,8.5
swidlaw.com,2001,2,10,8.5
bnpparibas.com,2000,8,6,8.5
sabre.com,2001,8,6,8.5
fmc-law.com,2001,14,2,8.5
hbk.com,2000,12,3,8.25
nortelnetworks.com,2000,12,3,8.25
predict.com,2001,9,5,8.25
m-g.com,2001,9,5,8.25
netactive.co.za,2000,3,9,8.25
apsc.com,2001,6,7,8.25
arterhadden.com,2001,6,7,8.25
rff.org,2001,6,7,8.25
vistacomp.com,2000,3,9,8.25
austingrp.com,2001,3,9,8.25
trw.com,2001,9,5,8.25
edelman.com,2001,12,3,8.25
kindermorgan.com,2002,9,5,8.25
hahnlaw.com,2001,6,7,8.25
ca.ibm.com,2001,6,7,8.25
niagaramohawk.com,2001,3,9,8.25
ey.com,2002,9,5,8.25
njresources.com,2000,12,3,8.25
hq3.em5.tami,2001,3,9,8.25
melangeevents.com,2000,12,3,8.25
radack.com,2000,12,3,8.25
tristargas.com,2000,7,6,8
tres.bnc.ca,2001,7,6,8
cl.uh.edu,2002,1,10,8
infocastinc.com,2000,7,6,8
da.co.harris.tx.us,2001,7,6,8
flashfind.com,2000,7,6,8
tsu.edu,2000,7,6,8
rocketmail.com,2001,7,6,8
chevron.com,2001,4,8,8
pagenetips.com,2001,7,6,8
paconsulting.com,2001,1,10,8
lfcompany.com,2001,4,8,8
austingrp.com,2000,7,6,8
sbcglobal.net,2001,10,4,8
aigi.com,2001,10,4,8
mhbt.com,2000,13,2,8
ecogas.com,2000,4,8,8
juno.com,2002,1,10,8
houstonisd.org,2001,11,3,7.75
hines.com,2000,11,3,7.75
uole.com,2001,2,9,7.75
mcgraw-hill.com,2001,11,3,7.75
alumni.auburn.edu,2001,11,3,7.75
bluegate.com,2001,11,3,7.75
,2001,14,1,7.75
brunswickgroup.com,2001,5,7,7.75
iirltd.co.uk,2000,2,9,7.75
pandaenergy.com,2001,8,5,7.75
michaelrosenfeldglry.com,2001,2,9,7.75
puc.state.tx.us,2001,5,7,7.75
co.riverside.ca.us,2002,2,9,7.75
allianceworldwide.com,2002,2,9,7.75
cmicro.com,2001,11,3,7.75
honeywell.com,2000,11,3,7.75
pnge.psu.edu,2001,5,7,7.75
em.fcnbd.com,2000,11,3,7.75
mathworks.com,2000,11,3,7.75
camerondiv.com,2000,11,3,7.75
altra.com,2000,8,5,7.75
utility.com,2000,12,2,7.5
sen.ca.gov,2001,9,4,7.5
merchantenergy.com,2001,12,2,7.5
br-inc.com,2002,6,6,7.5
citi.com,2001,9,4,7.5
lucascareers.com,2001,3,8,7.5
tozzini.com.br,2000,6,6,7.5
wfw.com,2000,6,6,7.5
lawseminars.com,2001,3,8,7.5
mail2.southwest.com,2000,3,8,7.5
starsupply.com,2001,6,6,7.5
saylid.com,2000,6,6,7.5
loudcloud.com,2001,6,6,7.5
sapient.com,2000,6,6,7.5
ensr.com,2000,12,2,7.5
sacbee.com,2001,6,6,7.5
lacimagroup.com,2000,6,6,7.5
tulane.edu,2000,6,6,7.5
wolfblock.com,2001,9,4,7.5
gpu.com,2000,12,2,7.5
chamberlainlaw.com,2001,12,2,7.5
powerbrokersllc.com,2001,6,6,7.5
gmu.edu,2000,6,6,7.5
pg.com,2001,6,6,7.5
dteenergy.com,2001,9,4,7.5
epelectric.com,2000,6,6,7.5
powerpool.ab.ca,2001,12,2,7.5
mail.ev1.net,2002,4,7,7.25
earthlink.com,2001,13,1,7.25
hal-pc.org,2001,10,3,7.25
srpnet.com,2002,1,9,7.25
interlog.com,2001,1,9,7.25
adamsbroadwell.com,2000,10,3,7.25
bcgas.com,2000,10,3,7.25
gm.com,2001,4,7,7.25
arnet.com.ar,2001,1,9,7.25
rodgers-ramsey.com,2001,1,9,7.25
paincarecenter.com,2001,7,5,7.25
panalytix.com,2000,7,5,7.25
eogresources.com,2001,7,5,7.25
vailresorts.com,2001,4,7,7.25
aps.com,2001,1,9,7.25
owen2002.vanderbilt.edu,2000,10,3,7.25
aglresources.com,2001,7,5,7.25
bankunited.com,2000,10,3,7.25
uthscsa.edu,2000,10,3,7.25
lpl.com,2001,7,5,7.25
intergen.com,2001,4,7,7.25
pol.net,2001,4,7,7.25
usg.com,2001,5,6,7
choiceenergy.com,2001,5,6,7
imarkets.com,2000,2,8,7
kmv.com,2000,5,6,7
ssfrancis.org,2001,8,4,7
bankone.com,2001,5,6,7
perfectmeeting.com,2000,5,6,7
calpx.com,2001,5,6,7
aesmail.com,2001,5,6,7
bonica.com,2001,8,4,7
romcapital.com,2001,2,8,7
unistudios.com,2000,5,6,7
pos.org,2001,5,6,7
kiodex.com,2001,8,4,7
cms.mail.virginia.edu,2001,2,8,7
cnrl.com,2002,8,4,7
garp.com,2000,5,6,7
microsoft.com,2000,5,6,7
poloralphlauren.com,2000,8,4,7
amherst.edu,2000,2,8,7
gmarmol.com,2001,5,6,7
zoomlaw.com,2000,11,2,7
compubank.com,2001,11,2,7
purchasepooling.com,2000,8,4,7
kochgallery.com,2001,2,8,7
appanet.org,2000,2,8,7
pse.com,2002,12,1,6.75
oatiinc.com,2001,9,3,6.75
ruf.rice.edu,2000,6,5,6.75
macklowegallery.com,2001,6,5,6.75
foleylaw.com,2001,3,7,6.75
penobscot.net,2001,6,5,6.75
greylock.com,2001,12,1,6.75
staffingresources.com,2000,9,3,6.75
kingwoodcable.com,2001,6,5,6.75
vanderbilt.edu,2000,9,3,6.75
emrsn.com,2000,6,5,6.75
eprime.com,2001,6,5,6.75
gsb.uchicago.edu,2001,3,7,6.75
bakeratlas.com,2001,9,3,6.75
dbsr.com,2000,6,5,6.75
apg.amedd.army.mil,2001,3,7,6.75
vail.net,2001,3,7,6.75
lmnarchitects.com,2002,9,3,6.75
anderson.ucla.edu,2000,9,3,6.75
akingump.com,2001,9,3,6.75
sgh.waw.pl,2000,9,3,6.75
u.washington.edu,2001,9,3,6.75
amgen.com,2001,4,6,6.5
jhmedia.com,2000,4,6,6.5
stat.rice.edu,2000,4,6,6.5
jpi.com,2001,4,6,6.5
stats.ox.ac.uk,2002,1,8,6.5
arpartners.com,2001,4,6,6.5
swissre.com,2000,4,6,6.5
kkrw.com,2000,10,2,6.5
tdsecurities.com,2001,4,6,6.5
oceanicrealty.com,2000,4,6,6.5
conectiv.com,2001,7,4,6.5
texexenergy.com,2001,1,8,6.5
la.apollolp.com,2000,4,6,6.5
oilstates.com,2002,1,8,6.5
endesa.es,2000,4,6,6.5
fsddatasvc.com,2000,7,4,6.5
lexfurniture.com,2000,4,6,6.5
ajilon.com,2001,4,6,6.5
tva.gov,2001,1,8,6.5
shelton.org,2001,4,6,6.5
mphlegal.com,2000,4,6,6.5
us.ca-indosuez.com,2002,4,6,6.5
monitor.com,2002,7,4,6.5
eprod.com,2001,4,6,6.5
darkwing.uoregon.edu,2001,4,6,6.5
mail.rfweston.com,1999,4,6,6.5
bellatlantic.net,2000,4,6,6.5
ddecuir.com,2000,10,2,6.5
bellatlantic.net,2001,10,2,6.5
everypath.com,2000,4,6,6.5
puc.state.pa.us,2000,4,6,6.5
denverpost.publishmail.com,2001,1,8,6.5
apg.amedd.army.mil,1999,10,2,6.5
imperialcapital.com,2000,4,6,6.5
yahoogroups.com,2002,1,8,6.5
rolls-royce.com,2001,4,6,6.5
exxon.sprint.com,2001,4,6,6.5
mccallgroup.com,2000,10,2,6.5
merchants-exchange.net,2001,4,6,6.5
ideaus.com,2000,4,6,6.5
diverseworks.org,2000,4,6,6.5
mrienergy.com,2001,5,5,6.25
transcarriers.com,2001,8,3,6.25
localbloke.freeserve.co.uk,2000,8,3,6.25
spherion.com,2001,8,3,6.25
tozzini.com.br,2001,5,5,6.25
weatherford.com,2000,8,3,6.25
houstontech.org,2000,8,3,6.25
rweamericas.com,2001,5,5,6.25
usa.net,2000,8,3,6.25
afcc.com,2001,8,3,6.25
mtholyoke.edu,2001,11,1,6.25
accenture.com,2002,2,7,6.25
americancentury.com,2000,8,3,6.25
iimb.ernet.in,2001,8,3,6.25
hobbycomm.com,2000,8,3,6.25
rochpar.com,2000,8,3,6.25
rcgroup.com,2000,8,3,6.25
tsteel.com,2000,8,3,6.25
att.net,2002,8,3,6.25
swidlaw.com,2002,2,7,6.25
daniel.com,2000,5,5,6.25
patinaoil.com,2001,8,3,6.25
epsa.org,2000,8,3,6.25
marshmc.com,2000,9,2,6
quantinleap.com,2001,6,4,6
osbar.org,2001,3,6,6
accessrelocation.com,2001,6,4,6
ontariopowergeneration.com,2000,6,4,6
reuters.com,2001,6,4,6
poha.com,2001,6,4,6
elitebrokers.net,2001,6,4,6
epis.com,2001,3,6,6
tdbank.ca,2002,6,4,6
faretracker.expedia.customer-email.com,2000,3,6,6
hbs.edu,2001,9,2,6
bus.orst.edu,2000,3,6,6
kelley.com,2001,3,6,6
firstconf.com,2000,3,6,6
usoncology.com,2000,6,4,6
aoshouston.org,2001,6,4,6
kellogg.nwu.edu,2000,3,6,6
othon.com,2002,3,6,6
xemkt.com,2000,6,4,6
hoffmancorp.com,2000,3,6,6
mctv.com,2001,6,4,6
weyerhaeuser.com,2000,3,6,6
engin.umich.edu,2000,3,6,6
cdp.bm,2001,6,4,6
weforum.org,2001,3,6,6
yale.edu,2001,9,2,6
technology4attorneys.com,2001,3,6,6
syntexsolutions.com,2001,6,4,6
cchinckley.com,2001,3,6,6
tesoropetroleum.com,2002,6,4,6
midf.com,2001,6,4,6
chematch.com,2000,3,6,6
simpletel.com,2000,3,6,6
pclient.ml.com,2001,6,4,6
us.amadeusmail.com,2000,3,6,6
foxboro.com,2000,6,4,6
mciworld.com,2000,9,2,6
math.uh.edu,2001,3,6,6
kalotay.com,2001,3,6,6
haysmcconn.com,2001,3,6,6
mailandnews.com,2001,6,4,6
mdbe.com,2001,4,5,5.75
tqcap.com,2001,1,7,5.75
airmail.net,2001,7,3,5.75
moorecap.com,2001,4,5,5.75
cottonrestorationinc.com,2002,4,5,5.75
pira.com,2000,7,3,5.75
marathonoil.com,2001,10,1,5.75
txucom.net,2001,1,7,5.75
cmsenergy.com,2002,4,5,5.75
ehirst.com,2000,4,5,5.75
fiberpipe.net,2001,1,7,5.75
state.wy.us,2001,4,5,5.75
engr.wisc.edu,2001,7,3,5.75
kpcb.com,2000,4,5,5.75
do.treas.gov,2000,7,3,5.75
newpower.com,2000,4,5,5.75
forrester.com,2001,1,7,5.75
houworks.com,2000,4,5,5.75
us.hsbc.com,2001,4,5,5.75
risk.co.uk,1999,7,3,5.75
kinkaid.org,2001,10,1,5.75
accenture.com,2000,7,3,5.75
omanlng.co.om,2001,5,4,5.5
